sample_id,sample_type,result,detection_limit,qualifier
A5782,BLK,,0.005,<
A5783,DUP,1.5,,
A5784,CRM,,0.02,<
A5785,BLK,,0.005,<
A5786,DUP,1.5,,
A5787,CRM,,0.02,<
A5788,BLK,,0.005,<
A5789,DUP,1.5,,
A5790,CRM,,0.02,<
A5791,BLK,,0.005,<
A5792,DUP,1.5,,
A5793,CRM,,0.02,<
A5794,BLK,,0.005,<
A5795,DUP,1.5,,
A5796,CRM,,0.02,<
A5797,BLK,,0.005,<
A5798,DUP,1.5,,
A5799,CRM,,0.02,<
A5800,BLK,,0.005,<
A5801,DUP,1.5,,
A5802,CRM,,0.02,<
A5803,BLK,,0.005,<
A5804,DUP,1.5,,
A5805,CRM,,0.02,<
A5806,BLK,,0.005,<
A5807,DUP,1.5,,
A5808,CRM,,0.02,<
A5809,BLK,,0.005,<
A5810,DUP,1.5,,
A5811,CRM,,0.02,<
A5812,BLK,,0.005,<
A5813,DUP,1.5,,
A5814,CRM,,0.02,<
A5815,BLK,,0.005,<
A5816,DUP,1.5,,
A5817,CRM,,0.02,<
A5818,BLK,,0.005,<
A5819,DUP,1.5,,
A5820,CRM,,0.02,<
A5821,BLK,,0.005,<
A5822,DUP,1.5,,
A5823,CRM,,0.02,<
A5824,BLK,,0.005,<
A5825,DUP,1.5,,
A5826,CRM,,0.02,<
A5827,BLK,,0.005,<
A5828,DUP,1.5,,
A5829,CRM,,0.02,<
A5830,BLK,,0.005,<
A5831,DUP,1.5,,
A5832,CRM,,0.02,<
A5833,BLK,,0.005,<
A5834,DUP,1.5,,
A5835,CRM,,0.02,<
A5836,BLK,,0.005,<
A5837,DUP,1.5,,
A5838,CRM,,0.02,<
A5839,BLK,,0.005,<
A5840,DUP,1.5,,
A5841,CRM,,0.02,<
A5842,BLK,,0.005,<
A5843,DUP,1.5,,
A5844,CRM,,0.02,<
A5845,BLK,,0.005,<
A5846,DUP,1.5,,
A5847,CRM,,0.02,<
A5848,BLK,,0.005,<
A5849,DUP,1.5,,
A5850,CRM,,0.02,<
A5851,BLK,,0.005,<
A5852,DUP,1.5,,
A5853,CRM,,0.02,<
A5854,BLK,,0.005,<
A5855,DUP,1.5,,
A5856,CRM,,0.02,<
A5857,BLK,,0.005,<
A5858,DUP,1.5,,
A5859,CRM,,0.02,<
A5860,BLK,,0.005,<
A5861,DUP,1.5,,
A5862,CRM,,0.02,<
A5863,BLK,,0.005,<
A5864,DUP,1.5,,
A5865,CRM,,0.02,<
A5866,BLK,,0.005,<
A5867,DUP,1.5,,
A5868,CRM,,0.02,<
A5869,BLK,,0.005,<
A5870,DUP,1.5,,
A5871,CRM,,0.02,<
A5872,BLK,,0.005,<
A5873,DUP,1.5,,
A5874,CRM,,0.02,<
A5875,BLK,,0.005,<
A5876,DUP,1.5,,
A5877,CRM,,0.02,<
A5878,BLK,,0.005,<
A5879,DUP,1.5,,
A5880,CRM,,0.02,<
A5881,BLK,,0.005,<
A5882,DUP,1.5,,
A5883,CRM,,0.02,<
A5884,BLK,,0.005,<
A5885,DUP,1.5,,
A5886,CRM,,0.02,<
A5887,BLK,,0.005,<
A5888,DUP,1.5,,
A5889,CRM,,0.02,<
A5890,BLK,,0.005,<
A5891,DUP,1.5,,
A5892,CRM,,0.02,<
A5893,BLK,,0.005,<
A5894,DUP,1.5,,
A5895,CRM,,0.02,<
A5896,BLK,,0.005,<
A5897,DUP,1.5,,
A5898,CRM,,0.02,<
A5899,BLK,,0.005,<
A5900,DUP,1.5,,
A5901,CRM,,0.02,<
A5902,BLK,,0.005,<
A5903,DUP,1.5,,
A5904,CRM,,0.02,<
A5905,BLK,,0.005,<
A5906,DUP,1.5,,
A5907,CRM,,0.02,<
A5908,BLK,,0.005,<
A5909,DUP,1.5,,
A5910,CRM,,0.02,<
A5911,BLK,,0.005,<
A5912,DUP,1.5,,
A5913,CRM,,0.02,<
A5914,BLK,,0.005,<
A5915,DUP,1.5,,
A5916,CRM,,0.02,<
A5917,BLK,,0.005,<
A5918,DUP,1.5,,
A5919,CRM,,0.02,<
A5920,BLK,,0.005,<
A5921,DUP,1.5,,
A5922,CRM,,0.02,<
A5923,BLK,,0.005,<
A5924,DUP,1.5,,
A5925,CRM,,0.02,<
A5926,BLK,,0.005,<
A5927,DUP,1.5,,
A5928,CRM,,0.02,<
A5929,BLK,,0.005,<
A5930,DUP,1.5,,
A5931,CRM,,0.02,<
A5932,BLK,,0.005,<
A5933,DUP,1.5,,
A5934,CRM,,0.02,<
A5935,BLK,,0.005,<
A5936,DUP,1.5,,
A5937,CRM,,0.02,<
A5938,BLK,,0.005,<
A5939,DUP,1.5,,
A5940,CRM,,0.02,<
A5941,BLK,,0.005,<
A5942,DUP,1.5,,
A5943,CRM,,0.02,<
A5944,BLK,,0.005,<
A5945,DUP,1.5,,
A5946,CRM,,0.02,<
A5947,BLK,,0.005,<
A5948,DUP,1.5,,
A5949,CRM,,0.02,<
A5950,BLK,,0.005,<
A5951,DUP,1.5,,
A5952,CRM,,0.02,<
A5953,BLK,,0.005,<
A5954,DUP,1.5,,
A5955,CRM,,0.02,<
A5956,BLK,,0.005,<
A5957,DUP,1.5,,
A5958,CRM,,0.02,<
A5959,BLK,,0.005,<
A5960,DUP,1.5,,
A5961,CRM,,0.02,<
A5962,BLK,,0.005,<
A5963,DUP,1.5,,
A5964,CRM,,0.02,<
A5965,BLK,,0.005,<
A5966,DUP,1.5,,
A5967,CRM,,0.02,<
A5968,BLK,,0.005,<
A5969,DUP,1.5,,
A5970,CRM,,0.02,<
A5971,BLK,,0.005,<
A5972,DUP,1.5,,
A5973,CRM,,0.02,<
A5974,BLK,,0.005,<
A5975,DUP,1.5,,
A5976,CRM,,0.02,<
A5977,BLK,,0.005,<
A5978,DUP,1.5,,
A5979,CRM,,0.02,<
A5980,BLK,,0.005,<
A5981,DUP,1.5,,
A5982,CRM,,0.02,<
A5983,BLK,,0.005,<
A5984,DUP,1.5,,
A5985,CRM,,0.02,<
A5986,BLK,,0.005,<
A5987,DUP,1.5,,
A5988,CRM,,0.02,<
A5989,BLK,,0.005,<
A5990,DUP,1.5,,
A5991,CRM,,0.02,<
A5992,BLK,,0.005,<
A5993,DUP,1.5,,
A5994,CRM,,0.02,<
A5995,BLK,,0.005,<
A5996,DUP,1.5,,
A5997,CRM,,0.02,<
A5998,BLK,,0.005,<
A5999,DUP,1.5,,
A6000,CRM,,0.02,<
A6001,BLK,,0.005,<
A6002,DUP,1.5,,
A6003,CRM,,0.02,<
A6004,BLK,,0.005,<
A6005,DUP,1.5,,
A6006,CRM,,0.02,<
A6007,BLK,,0.005,<
A6008,DUP,1.5,,
A6009,CRM,,0.02,<
A6010,BLK,,0.005,<
A6011,DUP,1.5,,
A6012,CRM,,0.02,<
A6013,BLK,,0.005,<
A6014,DUP,1.5,,
A6015,CRM,,0.02,<
A6016,BLK,,0.005,<
A6017,DUP,1.5,,
A6018,CRM,,0.02,<
A6019,BLK,,0.005,<
A6020,DUP,1.5,,
A6021,CRM,,0.02,<
A6022,BLK,,0.005,<
A6023,DUP,1.5,,
A6024,CRM,,0.02,<
A6025,BLK,,0.005,<
A6026,DUP,1.5,,
A6027,CRM,,0.02,<
A6028,BLK,,0.005,<
A6029,DUP,1.5,,
A6030,CRM,,0.02,<
A6031,BLK,,0.005,<
A6032,DUP,1.5,,
A6033,CRM,,0.02,<
A6034,BLK,,0.005,<
A6035,DUP,1.5,,
A6036,CRM,,0.02,<
A6037,BLK,,0.005,<
A6038,DUP,1.5,,
A6039,CRM,,0.02,<
A6040,BLK,,0.005,<
A6041,DUP,1.5,,
A6042,CRM,,0.02,<
A6043,BLK,,0.005,<
A6044,DUP,1.5,,
A6045,CRM,,0.02,<
A6046,BLK,,0.005,<
A6047,DUP,1.5,,
A6048,CRM,,0.02,<
A6049,BLK,,0.005,<
A6050,DUP,1.5,,
A6051,CRM,,0.02,<
A6052,BLK,,0.005,<
A6053,DUP,1.5,,
A6054,CRM,,0.02,<
A6055,BLK,,0.005,<
A6056,DUP,1.5,,
A6057,CRM,,0.02,<
A6058,BLK,,0.005,<
A6059,DUP,1.5,,
A6060,CRM,,0.02,<
A6061,BLK,,0.005,<
A6062,DUP,1.5,,
A6063,CRM,,0.02,<
A6064,BLK,,0.005,<
A6065,DUP,1.5,,
A6066,CRM,,0.02,<
A6067,BLK,,0.005,<
A6068,DUP,1.5,,
A6069,CRM,,0.02,<
A6070,BLK,,0.005,<
A6071,DUP,1.5,,
A6072,CRM,,0.02,<
A6073,BLK,,0.005,<
A6074,DUP,1.5,,
A6075,CRM,,0.02,<
A6076,BLK,,0.005,<
A6077,DUP,1.5,,
A6078,CRM,,0.02,<
A6079,BLK,,0.005,<
A6080,DUP,1.5,,
A6081,CRM,,0.02,<
A6082,BLK,,0.005,<
A6083,DUP,1.5,,
A6084,CRM,,0.02,<
A6085,BLK,,0.005,<
A6086,DUP,1.5,,
A6087,CRM,,0.02,<
A6088,BLK,,0.005,<
A6089,DUP,1.5,,
A6090,CRM,,0.02,<
A6091,BLK,,0.005,<
A6092,DUP,1.5,,
A6093,CRM,,0.02,<
A6094,BLK,,0.005,<
A6095,DUP,1.5,,
A6096,CRM,,0.02,<
A6097,BLK,,0.005,<
A6098,DUP,1.5,,
A6099,CRM,,0.02,<
A6100,BLK,,0.005,<
A6101,DUP,1.5,,
A6102,CRM,,0.02,<
A6103,BLK,,0.005,<
A6104,DUP,1.5,,
A6105,CRM,,0.02,<
A6106,BLK,,0.005,<
A6107,DUP,1.5,,
A6108,CRM,,0.02,<
A6109,BLK,,0.005,<
A6110,DUP,1.5,,
A6111,CRM,,0.02,<
A6112,BLK,,0.005,<
A6113,DUP,1.5,,
A6114,CRM,,0.02,<
A6115,BLK,,0.005,<
A6116,DUP,1.5,,
A6117,CRM,,0.02,<
A6118,BLK,,0.005,<
A6119,DUP,1.5,,
A6120,CRM,,0.02,<
A6121,BLK,,0.005,<
A6122,DUP,1.5,,
A6123,CRM,,0.02,<
A6124,BLK,,0.005,<
A6125,DUP,1.5,,
A6126,CRM,,0.02,<
A6127,BLK,,0.005,<
A6128,DUP,1.5,,
A6129,CRM,,0.02,<
A6130,BLK,,0.005,<
A6131,DUP,1.5,,
A6132,CRM,,0.02,<
A6133,BLK,,0.005,<
A6134,DUP,1.5,,
A6135,CRM,,0.02,<
A6136,BLK,,0.005,<
A6137,DUP,1.5,,
A6138,CRM,,0.02,<
A6139,BLK,,0.005,<
A6140,DUP,1.5,,
A6141,CRM,,0.02,<
A6142,BLK,,0.005,<
A6143,DUP,1.5,,
A6144,CRM,,0.02,<
A6145,BLK,,0.005,<
A6146,DUP,1.5,,
A6147,CRM,,0.02,<
A6148,BLK,,0.005,<
A6149,DUP,1.5,,
A6150,CRM,,0.02,<
A6151,BLK,,0.005,<
A6152,DUP,1.5,,
A6153,CRM,,0.02,<
A6154,BLK,,0.005,<
A6155,DUP,1.5,,
A6156,CRM,,0.02,<
A6157,BLK,,0.005,<
A6158,DUP,1.5,,
A6159,CRM,,0.02,<
A6160,BLK,,0.005,<
A6161,DUP,1.5,,
A6162,CRM,,0.02,<
A6163,BLK,,0.005,<
A6164,DUP,1.5,,
A6165,CRM,,0.02,<
A6166,BLK,,0.005,<
A6167,DUP,1.5,,
A6168,CRM,,0.02,<
A6169,BLK,,0.005,<
A6170,DUP,1.5,,
A6171,CRM,,0.02,<
A6172,BLK,,0.005,<
A6173,DUP,1.5,,
A6174,CRM,,0.02,<
A6175,BLK,,0.005,<
A6176,DUP,1.5,,
A6177,CRM,,0.02,<
A6178,BLK,,0.005,<
A6179,DUP,1.5,,
A6180,CRM,,0.02,<
A6181,BLK,,0.005,<
A6182,DUP,1.5,,
A6183,CRM,,0.02,<
A6184,BLK,,0.005,<
A6185,DUP,1.5,,
A6186,CRM,,0.02,<
A6187,BLK,,0.005,<
A6188,DUP,1.5,,
A6189,CRM,,0.02,<
A6190,BLK,,0.005,<
A6191,DUP,1.5,,
A6192,CRM,,0.02,<
A6193,BLK,,0.005,<
A6194,DUP,1.5,,
A6195,CRM,,0.02,<
A6196,BLK,,0.005,<
A6197,DUP,1.5,,
A6198,CRM,,0.02,<
A6199,BLK,,0.005,<
A6200,DUP,1.5,,
A6201,CRM,,0.02,<
A6202,BLK,,0.005,<
A6203,DUP,1.5,,
A6204,CRM,,0.02,<
A6205,BLK,,0.005,<
A6206,DUP,1.5,,
A6207,CRM,,0.02,<
A6208,BLK,,0.005,<
A6209,DUP,1.5,,
A6210,CRM,,0.02,<
A6211,BLK,,0.005,<
A6212,DUP,1.5,,
A6213,CRM,,0.02,<
A6214,BLK,,0.005,<
A6215,DUP,1.5,,
A6216,CRM,,0.02,<
A6217,BLK,,0.005,<
A6218,DUP,1.5,,
A6219,CRM,,0.02,<
A6220,BLK,,0.005,<
A6221,DUP,1.5,,
A6222,CRM,,0.02,<
A6223,BLK,,0.005,<
A6224,DUP,1.5,,
A6225,CRM,,0.02,<
A6226,BLK,,0.005,<
A6227,DUP,1.5,,
A6228,CRM,,0.02,<
A6229,BLK,,0.005,<
A6230,DUP,1.5,,
A6231,CRM,,0.02,<
A6232,BLK,,0.005,<
A6233,DUP,1.5,,
A6234,CRM,,0.02,<
A6235,BLK,,0.005,<
A6236,DUP,1.5,,
A6237,CRM,,0.02,<
A6238,BLK,,0.005,<
A6239,DUP,1.5,,
A6240,CRM,,0.02,<
A6241,BLK,,0.005,<
A6242,DUP,1.5,,
A6243,CRM,,0.02,<
A6244,BLK,,0.005,<
A6245,DUP,1.5,,
A6246,CRM,,0.02,<
A6247,BLK,,0.005,<
A6248,DUP,1.5,,
A6249,CRM,,0.02,<
A6250,BLK,,0.005,<
A6251,DUP,1.5,,
A6252,CRM,,0.02,<
A6253,BLK,,0.005,<
A6254,DUP,1.5,,
A6255,CRM,,0.02,<
A6256,BLK,,0.005,<
A6257,DUP,1.5,,
A6258,CRM,,0.02,<
A6259,BLK,,0.005,<
A6260,DUP,1.5,,
A6261,CRM,,0.02,<
A6262,BLK,,0.005,<
A6263,DUP,1.5,,
A6264,CRM,,0.02,<
A6265,BLK,,0.005,<
A6266,DUP,1.5,,
A6267,CRM,,0.02,<
A6268,BLK,,0.005,<
A6269,DUP,1.5,,
A6270,CRM,,0.02,<
A6271,BLK,,0.005,<
A6272,DUP,1.5,,
A6273,CRM,,0.02,<
A6274,BLK,,0.005,<
A6275,DUP,1.5,,
A6276,CRM,,0.02,<
A6277,BLK,,0.005,<
A6278,DUP,1.5,,
A6279,CRM,,0.02,<
A6280,BLK,,0.005,<
A6281,DUP,1.5,,
A6282,CRM,,0.02,<
A6283,BLK,,0.005,<
A6284,DUP,1.5,,
A6285,CRM,,0.02,<
A6286,BLK,,0.005,<
A6287,DUP,1.5,,
A6288,CRM,,0.02,<
A6289,BLK,,0.005,<
A6290,DUP,1.5,,
A6291,CRM,,0.02,<
A6292,BLK,,0.005,<
A6293,DUP,1.5,,
A6294,CRM,,0.02,<
A6295,BLK,,0.005,<
A6296,DUP,1.5,,
A6297,CRM,,0.02,<
A6298,BLK,,0.005,<
A6299,DUP,1.5,,
A6300,CRM,,0.02,<
A6301,BLK,,0.005,<
A6302,DUP,1.5,,
A6303,CRM,,0.02,<
A6304,BLK,,0.005,<
A6305,DUP,1.5,,
A6306,CRM,,0.02,<
A6307,BLK,,0.005,<
A6308,DUP,1.5,,
A6309,CRM,,0.02,<
A6310,BLK,,0.005,<
A6311,DUP,1.5,,
A6312,CRM,,0.02,<
A6313,BLK,,0.005,<
A6314,DUP,1.5,,
A6315,CRM,,0.02,<
A6316,BLK,,0.005,<
A6317,DUP,1.5,,
A6318,CRM,,0.02,<
A6319,BLK,,0.005,<
A6320,DUP,1.5,,
A6321,CRM,,0.02,<
A6322,BLK,,0.005,<
A6323,DUP,1.5,,
A6324,CRM,,0.02,<
A6325,BLK,,0.005,<
A6326,DUP,1.5,,
A6327,CRM,,0.02,<
A6328,BLK,,0.005,<
A6329,DUP,1.5,,
A6330,CRM,,0.02,<
A6331,BLK,,0.005,<
A6332,DUP,1.5,,
A6333,CRM,,0.02,<
A6334,BLK,,0.005,<
A6335,DUP,1.5,,
A6336,CRM,,0.02,<
A6337,BLK,,0.005,<
A6338,DUP,1.5,,
A6339,CRM,,0.02,<
A6340,BLK,,0.005,<
A6341,DUP,1.5,,
A6342,CRM,,0.02,<
A6343,BLK,,0.005,<
A6344,DUP,1.5,,
A6345,CRM,,0.02,<
A6346,BLK,,0.005,<
A6347,DUP,1.5,,
A6348,CRM,,0.02,<
A6349,BLK,,0.005,<
A6350,DUP,1.5,,
A6351,CRM,,0.02,<
A6352,BLK,,0.005,<
A6353,DUP,1.5,,
A6354,CRM,,0.02,<
A6355,BLK,,0.005,<
A6356,DUP,1.5,,
A6357,CRM,,0.02,<
A6358,BLK,,0.005,<
A6359,DUP,1.5,,
A6360,CRM,,0.02,<
A6361,BLK,,0.005,<
A6362,DUP,1.5,,
A6363,CRM,,0.02,<
A6364,BLK,,0.005,<
A6365,DUP,1.5,,
A6366,CRM,,0.02,<
A6367,BLK,,0.005,<
A6368,DUP,1.5,,
A6369,CRM,,0.02,<
A6370,BLK,,0.005,<
A6371,DUP,1.5,,
A6372,CRM,,0.02,<
A6373,BLK,,0.005,<
A6374,DUP,1.5,,
A6375,CRM,,0.02,<
A6376,BLK,,0.005,<
A6377,DUP,1.5,,
A6378,CRM,,0.02,<
A6379,BLK,,0.005,<
A6380,DUP,1.5,,
A6381,CRM,,0.02,<
A6382,BLK,,0.005,<
A6383,DUP,1.5,,
A6384,CRM,,0.02,<
A6385,BLK,,0.005,<
A6386,DUP,1.5,,
A6387,CRM,,0.02,<
A6388,BLK,,0.005,<
A6389,DUP,1.5,,
A6390,CRM,,0.02,<
A6391,BLK,,0.005,<
A6392,DUP,1.5,,
A6393,CRM,,0.02,<
A6394,BLK,,0.005,<
A6395,DUP,1.5,,
A6396,CRM,,0.02,<
A6397,BLK,,0.005,<
A6398,DUP,1.5,,
A6399,CRM,,0.02,<
A6400,BLK,,0.005,<
A6401,DUP,1.5,,
A6402,CRM,,0.02,<
A6403,BLK,,0.005,<
A6404,DUP,1.5,,
A6405,CRM,,0.02,<
A6406,BLK,,0.005,<
A6407,DUP,1.5,,
A6408,CRM,,0.02,<
A6409,BLK,,0.005,<
A6410,DUP,1.5,,
A6411,CRM,,0.02,<
A6412,BLK,,0.005,<
A6413,DUP,1.5,,
A6414,CRM,,0.02,<
A6415,BLK,,0.005,<
A6416,DUP,1.5,,
A6417,CRM,,0.02,<
A6418,BLK,,0.005,<
A6419,DUP,1.5,,
A6420,CRM,,0.02,<
A6421,BLK,,0.005,<
A6422,DUP,1.5,,
A6423,CRM,,0.02,<
A6424,BLK,,0.005,<
A6425,DUP,1.5,,
A6426,CRM,,0.02,<
A6427,BLK,,0.005,<
A6428,DUP,1.5,,
A6429,CRM,,0.02,<
A6430,BLK,,0.005,<
A6431,DUP,1.5,,
A6432,CRM,,0.02,<
A6433,BLK,,0.005,<
A6434,DUP,1.5,,
A6435,CRM,,0.02,<
A6436,BLK,,0.005,<
A6437,DUP,1.5,,
A6438,CRM,,0.02,<
A6439,BLK,,0.005,<
A6440,DUP,1.5,,
A6441,CRM,,0.02,<
A6442,BLK,,0.005,<
A6443,DUP,1.5,,
A6444,CRM,,0.02,<
A6445,BLK,,0.005,<
A6446,DUP,1.5,,
A6447,CRM,,0.02,<
A6448,BLK,,0.005,<
A6449,DUP,1.5,,
A6450,CRM,,0.02,<
A6451,BLK,,0.005,<
A6452,DUP,1.5,,
A6453,CRM,,0.02,<
A6454,BLK,,0.005,<
A6455,DUP,1.5,,
A6456,CRM,,0.02,<
A6457,BLK,,0.005,<
A6458,DUP,1.5,,
A6459,CRM,,0.02,<
A6460,BLK,,0.005,<
A6461,DUP,1.5,,
A6462,CRM,,0.02,<
A6463,BLK,,0.005,<
A6464,DUP,1.5,,
A6465,CRM,,0.02,<
A6466,BLK,,0.005,<
A6467,DUP,1.5,,
A6468,CRM,,0.02,<
A6469,BLK,,0.005,<
A6470,DUP,1.5,,
A6471,CRM,,0.02,<
A6472,BLK,,0.005,<
A6473,DUP,1.5,,
A6474,CRM,,0.02,<
A6475,BLK,,0.005,<
A6476,DUP,1.5,,
A6477,CRM,,0.02,<
A6478,BLK,,0.005,<
A6479,DUP,1.5,,
A6480,CRM,,0.02,<
A6481,BLK,,0.005,<
A6482,DUP,1.5,,
A6483,CRM,,0.02,<
A6484,BLK,,0.005,<
A6485,DUP,1.5,,
A6486,CRM,,0.02,<
A6487,BLK,,0.005,<
A6488,DUP,1.5,,
A6489,CRM,,0.02,<
A6490,BLK,,0.005,<
A6491,DUP,1.5,,
A6492,CRM,,0.02,<
A6493,BLK,,0.005,<
A6494,DUP,1.5,,
A6495,CRM,,0.02,<
A6496,BLK,,0.005,<
A6497,DUP,1.5,,
A6498,CRM,,0.02,<
A6499,BLK,,0.005,<
A6500,DUP,1.5,,
A6501,CRM,,0.02,<
A6502,BLK,,0.005,<
A6503,DUP,1.5,,
A6504,CRM,,0.02,<
A6505,BLK,,0.005,<
A6506,DUP,1.5,,
A6507,CRM,,0.02,<
A6508,BLK,,0.005,<
A6509,DUP,1.5,,
A6510,CRM,,0.02,<
A6511,BLK,,0.005,<
A6512,DUP,1.5,,
A6513,CRM,,0.02,<
A6514,BLK,,0.005,<
A6515,DUP,1.5,,
A6516,CRM,,0.02,<
A6517,BLK,,0.005,<
A6518,DUP,1.5,,
A6519,CRM,,0.02,<
A6520,BLK,,0.005,<
A6521,DUP,1.5,,
A6522,CRM,,0.02,<
A6523,BLK,,0.005,<
A6524,DUP,1.5,,
A6525,CRM,,0.02,<
A6526,BLK,,0.005,<
A6527,DUP,1.5,,
A6528,CRM,,0.02,<
A6529,BLK,,0.005,<
A6530,DUP,1.5,,
A6531,CRM,,0.02,<
A6532,BLK,,0.005,<
A6533,DUP,1.5,,
A6534,CRM,,0.02,<
A6535,BLK,,0.005,<
A6536,DUP,1.5,,
A6537,CRM,,0.02,<
A6538,BLK,,0.005,<
A6539,DUP,1.5,,
A6540,CRM,,0.02,<
A6541,BLK,,0.005,<
A6542,DUP,1.5,,
A6543,CRM,,0.02,<
A6544,BLK,,0.005,<
A6545,DUP,1.5,,
A6546,CRM,,0.02,<
A6547,BLK,,0.005,<
A6548,DUP,1.5,,
A6549,CRM,,0.02,<
A6550,BLK,,0.005,<
A6551,DUP,1.5,,
A6552,CRM,,0.02,<
A6553,BLK,,0.005,<
A6554,DUP,1.5,,
A6555,CRM,,0.02,<
A6556,BLK,,0.005,<
A6557,DUP,1.5,,
A6558,CRM,,0.02,<
A6559,BLK,,0.005,<
A6560,DUP,1.5,,
A6561,CRM,,0.02,<
A6562,BLK,,0.005,<
A6563,DUP,1.5,,
A6564,CRM,,0.02,<
A6565,BLK,,0.005,<
A6566,DUP,1.5,,
A6567,CRM,,0.02,<
A6568,BLK,,0.005,<
A6569,DUP,1.5,,
A6570,CRM,,0.02,<
A6571,BLK,,0.005,<
A6572,DUP,1.5,,
A6573,CRM,,0.02,<
A6574,BLK,,0.005,<
A6575,DUP,1.5,,
A6576,CRM,,0.02,<
A6577,BLK,,0.005,<
A6578,DUP,1.5,,
A6579,CRM,,0.02,<
A6580,BLK,,0.005,<
A6581,DUP,1.5,,
A6582,CRM,,0.02,<
A6583,BLK,,0.005,<
A6584,DUP,1.5,,
A6585,CRM,,0.02,<
A6586,BLK,,0.005,<
A6587,DUP,1.5,,
A6588,CRM,,0.02,<
A6589,BLK,,0.005,<
A6590,DUP,1.5,,
A6591,CRM,,0.02,<
A6592,BLK,,0.005,<
A6593,DUP,1.5,,
A6594,CRM,,0.02,<
A6595,BLK,,0.005,<
A6596,DUP,1.5,,
A6597,CRM,,0.02,<
A6598,BLK,,0.005,<
A6599,DUP,1.5,,
A6600,CRM,,0.02,<
A6601,BLK,,0.005,<
A6602,DUP,1.5,,
A6603,CRM,,0.02,<
A6604,BLK,,0.005,<
A6605,DUP,1.5,,
A6606,CRM,,0.02,<
A6607,BLK,,0.005,<
A6608,DUP,1.5,,
A6609,CRM,,0.02,<
A6610,BLK,,0.005,<
A6611,DUP,1.5,,
A6612,CRM,,0.02,<
A6613,BLK,,0.005,<
A6614,DUP,1.5,,
A6615,CRM,,0.02,<
A6616,BLK,,0.005,<
A6617,DUP,1.5,,
A6618,CRM,,0.02,<
A6619,BLK,,0.005,<
A6620,DUP,1.5,,
A6621,CRM,,0.02,<
A6622,BLK,,0.005,<
A6623,DUP,1.5,,
A6624,CRM,,0.02,<
A6625,BLK,,0.005,<
A6626,DUP,1.5,,
A6627,CRM,,0.02,<
A6628,BLK,,0.005,<
A6629,DUP,1.5,,
A6630,CRM,,0.02,<
A6631,BLK,,0.005,<
A6632,DUP,1.5,,
A6633,CRM,,0.02,<
A6634,BLK,,0.005,<
A6635,DUP,1.5,,
A6636,CRM,,0.02,<
A6637,BLK,,0.005,<
A6638,DUP,1.5,,
A6639,CRM,,0.02,<
A6640,BLK,,0.005,<
A6641,DUP,1.5,,
A6642,CRM,,0.02,<
A6643,BLK,,0.005,<
A6644,DUP,1.5,,
A6645,CRM,,0.02,<
A6646,BLK,,0.005,<
A6647,DUP,1.5,,
A6648,CRM,,0.02,<
A6649,BLK,,0.005,<
A6650,DUP,1.5,,
A6651,CRM,,0.02,<
A6652,BLK,,0.005,<
A6653,DUP,1.5,,
A6654,CRM,,0.02,<
A6655,BLK,,0.005,<
A6656,DUP,1.5,,
A6657,CRM,,0.02,<
A6658,BLK,,0.005,<
A6659,DUP,1.5,,
A6660,CRM,,0.02,<
A6661,BLK,,0.005,<
A6662,DUP,1.5,,
A6663,CRM,,0.02,<
A6664,BLK,,0.005,<
A6665,DUP,1.5,,
A6666,CRM,,0.02,<
A6667,BLK,,0.005,<
A6668,DUP,1.5,,
A6669,CRM,,0.02,<
A6670,BLK,,0.005,<
A6671,DUP,1.5,,
A6672,CRM,,0.02,<
A6673,BLK,,0.005,<
A6674,DUP,1.5,,
A6675,CRM,,0.02,<
A6676,BLK,,0.005,<
A6677,DUP,1.5,,
A6678,CRM,,0.02,<
A6679,BLK,,0.005,<
A6680,DUP,1.5,,
A6681,CRM,,0.02,<
A6682,BLK,,0.005,<
A6683,DUP,1.5,,
A6684,CRM,,0.02,<
A6685,BLK,,0.005,<
A6686,DUP,1.5,,
A6687,CRM,,0.02,<
A6688,BLK,,0.005,<
A6689,DUP,1.5,,
A6690,CRM,,0.02,<
A6691,BLK,,0.005,<
A6692,DUP,1.5,,
A6693,CRM,,0.02,<
A6694,BLK,,0.005,<
A6695,DUP,1.5,,
A6696,CRM,,0.02,<
A6697,BLK,,0.005,<
A6698,DUP,1.5,,
A6699,CRM,,0.02,<
A6700,BLK,,0.005,<
A6701,DUP,1.5,,
A6702,CRM,,0.02,<
A6703,BLK,,0.005,<
A6704,DUP,1.5,,
A6705,CRM,,0.02,<
A6706,BLK,,0.005,<
A6707,DUP,1.5,,
A6708,CRM,,0.02,<
A6709,BLK,,0.005,<
A6710,DUP,1.5,,
A6711,CRM,,0.02,<
A6712,BLK,,0.005,<
A6713,DUP,1.5,,
A6714,CRM,,0.02,<
A6715,BLK,,0.005,<
A6716,DUP,1.5,,
A6717,CRM,,0.02,<
A6718,BLK,,0.005,<
A6719,DUP,1.5,,
A6720,CRM,,0.02,<
A6721,BLK,,0.005,<
A6722,DUP,1.5,,
A6723,CRM,,0.02,<
A6724,BLK,,0.005,<
A6725,DUP,1.5,,
A6726,CRM,,0.02,<
A6727,BLK,,0.005,<
A6728,DUP,1.5,,
A6729,CRM,,0.02,<
A6730,BLK,,0.005,<
A6731,DUP,1.5,,
A6732,CRM,,0.02,<
A6733,BLK,,0.005,<
A6734,DUP,1.5,,
