SampleID,TYPE,Value,DL
A5863,BLK,ND,0.005
A5864,DUP,1.5,
A5865,CRM,<0.02,0.01
A5866,BLK,ND,0.005
A5867,DUP,1.5,
A5868,CRM,<0.02,0.01
A5869,BLK,ND,0.005
A5870,DUP,1.5,
A5871,CRM,<0.02,0.01
A5872,BLK,ND,0.005
A5873,DUP,1.5,
A5874,CRM,<0.02,0.01
A5875,BLK,ND,0.005
A5876,DUP,1.5,
A5877,CRM,<0.02,0.01
A5878,BLK,ND,0.005
A5879,DUP,1.5,
A5880,CRM,<0.02,0.01
A5881,BLK,ND,0.005
A5882,DUP,1.5,
A5883,CRM,<0.02,0.01
A5884,BLK,ND,0.005
A5885,DUP,1.5,
A5886,CRM,<0.02,0.01
A5887,BLK,ND,0.005
A5888,DUP,1.5,
A5889,CRM,<0.02,0.01
A5890,BLK,ND,0.005
A5891,DUP,1.5,
A5892,CRM,<0.02,0.01
A5893,BLK,ND,0.005
A5894,DUP,1.5,
A5895,CRM,<0.02,0.01
A5896,BLK,ND,0.005
A5897,DUP,1.5,
A5898,CRM,<0.02,0.01
A5899,BLK,ND,0.005
A5900,DUP,1.5,
A5901,CRM,<0.02,0.01
A5902,BLK,ND,0.005
A5903,DUP,1.5,
A5904,CRM,<0.02,0.01
A5905,BLK,ND,0.005
A5906,DUP,1.5,
A5907,CRM,<0.02,0.01
A5908,BLK,ND,0.005
A5909,DUP,1.5,
A5910,CRM,<0.02,0.01
A5911,BLK,ND,0.005
A5912,DUP,1.5,
A5913,CRM,<0.02,0.01
A5914,BLK,ND,0.005
A5915,DUP,1.5,
A5916,CRM,<0.02,0.01
A5917,BLK,ND,0.005
A5918,DUP,1.5,
A5919,CRM,<0.02,0.01
A5920,BLK,ND,0.005
A5921,DUP,1.5,
A5922,CRM,<0.02,0.01
A5923,BLK,ND,0.005
A5924,DUP,1.5,
A5925,CRM,<0.02,0.01
A5926,BLK,ND,0.005
A5927,DUP,1.5,
A5928,CRM,<0.02,0.01
A5929,BLK,ND,0.005
A5930,DUP,1.5,
A5931,CRM,<0.02,0.01
A5932,BLK,ND,0.005
A5933,DUP,1.5,
A5934,CRM,<0.02,0.01
A5935,BLK,ND,0.005
A5936,DUP,1.5,
A5937,CRM,<0.02,0.01
A5938,BLK,ND,0.005
A5939,DUP,1.5,
A5940,CRM,<0.02,0.01
A5941,BLK,ND,0.005
A5942,DUP,1.5,
A5943,CRM,<0.02,0.01
A5944,BLK,ND,0.005
A5945,DUP,1.5,
A5946,CRM,<0.02,0.01
A5947,BLK,ND,0.005
A5948,DUP,1.5,
A5949,CRM,<0.02,0.01
A5950,BLK,ND,0.005
A5951,DUP,1.5,
A5952,CRM,<0.02,0.01
A5953,BLK,ND,0.005
A5954,DUP,1.5,
A5955,CRM,<0.02,0.01
A5956,BLK,ND,0.005
A5957,DUP,1.5,
A5958,CRM,<0.02,0.01
A5959,BLK,ND,0.005
A5960,DUP,1.5,
A5961,CRM,<0.02,0.01
A5962,BLK,ND,0.005
A5963,DUP,1.5,
A5964,CRM,<0.02,0.01
A5965,BLK,ND,0.005
A5966,DUP,1.5,
A5967,CRM,<0.02,0.01
A5968,BLK,ND,0.005
A5969,DUP,1.5,
A5970,CRM,<0.02,0.01
A5971,BLK,ND,0.005
A5972,DUP,1.5,
A5973,CRM,<0.02,0.01
A5974,BLK,ND,0.005
A5975,DUP,1.5,
A5976,CRM,<0.02,0.01
A5977,BLK,ND,0.005
A5978,DUP,1.5,
A5979,CRM,<0.02,0.01
A5980,BLK,ND,0.005
A5981,DUP,1.5,
A5982,CRM,<0.02,0.01
A5983,BLK,ND,0.005
A5984,DUP,1.5,
A5985,CRM,<0.02,0.01
A5986,BLK,ND,0.005
A5987,DUP,1.5,
A5988,CRM,<0.02,0.01
A5989,BLK,ND,0.005
A5990,DUP,1.5,
A5991,CRM,<0.02,0.01
A5992,BLK,ND,0.005
A5993,DUP,1.5,
A5994,CRM,<0.02,0.01
A5995,BLK,ND,0.005
A5996,DUP,1.5,
A5997,CRM,<0.02,0.01
A5998,BLK,ND,0.005
A5999,DUP,1.5,
A6000,CRM,<0.02,0.01
A6001,BLK,ND,0.005
A6002,DUP,1.5,
A6003,CRM,<0.02,0.01
A6004,BLK,ND,0.005
A6005,DUP,1.5,
A6006,CRM,<0.02,0.01
A6007,BLK,ND,0.005
A6008,DUP,1.5,
A6009,CRM,<0.02,0.01
A6010,BLK,ND,0.005
A6011,DUP,1.5,
A6012,CRM,<0.02,0.01
A6013,BLK,ND,0.005
A6014,DUP,1.5,
A6015,CRM,<0.02,0.01
A6016,BLK,ND,0.005
A6017,DUP,1.5,
A6018,CRM,<0.02,0.01
A6019,BLK,ND,0.005
A6020,DUP,1.5,
A6021,CRM,<0.02,0.01
A6022,BLK,ND,0.005
A6023,DUP,1.5,
A6024,CRM,<0.02,0.01
A6025,BLK,ND,0.005
A6026,DUP,1.5,
A6027,CRM,<0.02,0.01
A6028,BLK,ND,0.005
A6029,DUP,1.5,
A6030,CRM,<0.02,0.01
A6031,BLK,ND,0.005
A6032,DUP,1.5,
A6033,CRM,<0.02,0.01
A6034,BLK,ND,0.005
A6035,DUP,1.5,
A6036,CRM,<0.02,0.01
A6037,BLK,ND,0.005
A6038,DUP,1.5,
A6039,CRM,<0.02,0.01
A6040,BLK,ND,0.005
A6041,DUP,1.5,
A6042,CRM,<0.02,0.01
A6043,BLK,ND,0.005
A6044,DUP,1.5,
A6045,CRM,<0.02,0.01
A6046,BLK,ND,0.005
A6047,DUP,1.5,
A6048,CRM,<0.02,0.01
A6049,BLK,ND,0.005
A6050,DUP,1.5,
A6051,CRM,<0.02,0.01
A6052,BLK,ND,0.005
A6053,DUP,1.5,
A6054,CRM,<0.02,0.01
A6055,BLK,ND,0.005
A6056,DUP,1.5,
A6057,CRM,<0.02,0.01
A6058,BLK,ND,0.005
A6059,DUP,1.5,
A6060,CRM,<0.02,0.01
A6061,BLK,ND,0.005
A6062,DUP,1.5,
A6063,CRM,<0.02,0.01
A6064,BLK,ND,0.005
A6065,DUP,1.5,
A6066,CRM,<0.02,0.01
A6067,BLK,ND,0.005
A6068,DUP,1.5,
A6069,CRM,<0.02,0.01
A6070,BLK,ND,0.005
A6071,DUP,1.5,
A6072,CRM,<0.02,0.01
A6073,BLK,ND,0.005
A6074,DUP,1.5,
A6075,CRM,<0.02,0.01
A6076,BLK,ND,0.005
A6077,DUP,1.5,
A6078,CRM,<0.02,0.01
A6079,BLK,ND,0.005
A6080,DUP,1.5,
A6081,CRM,<0.02,0.01
A6082,BLK,ND,0.005
A6083,DUP,1.5,
A6084,CRM,<0.02,0.01
A6085,BLK,ND,0.005
A6086,DUP,1.5,
A6087,CRM,<0.02,0.01
A6088,BLK,ND,0.005
A6089,DUP,1.5,
A6090,CRM,<0.02,0.01
A6091,BLK,ND,0.005
A6092,DUP,1.5,
A6093,CRM,<0.02,0.01
A6094,BLK,ND,0.005
A6095,DUP,1.5,
A6096,CRM,<0.02,0.01
A6097,BLK,ND,0.005
A6098,DUP,1.5,
A6099,CRM,<0.02,0.01
A6100,BLK,ND,0.005
A6101,DUP,1.5,
A6102,CRM,<0.02,0.01
A6103,BLK,ND,0.005
A6104,DUP,1.5,
A6105,CRM,<0.02,0.01
A6106,BLK,ND,0.005
A6107,DUP,1.5,
A6108,CRM,<0.02,0.01
A6109,BLK,ND,0.005
A6110,DUP,1.5,
A6111,CRM,<0.02,0.01
A6112,BLK,ND,0.005
A6113,DUP,1.5,
A6114,CRM,<0.02,0.01
A6115,BLK,ND,0.005
A6116,DUP,1.5,
A6117,CRM,<0.02,0.01
A6118,BLK,ND,0.005
A6119,DUP,1.5,
A6120,CRM,<0.02,0.01
A6121,BLK,ND,0.005
A6122,DUP,1.5,
A6123,CRM,<0.02,0.01
A6124,BLK,ND,0.005
A6125,DUP,1.5,
A6126,CRM,<0.02,0.01
A6127,BLK,ND,0.005
A6128,DUP,1.5,
A6129,CRM,<0.02,0.01
A6130,BLK,ND,0.005
A6131,DUP,1.5,
A6132,CRM,<0.02,0.01
A6133,BLK,ND,0.005
A6134,DUP,1.5,
A6135,CRM,<0.02,0.01
A6136,BLK,ND,0.005
A6137,DUP,1.5,
A6138,CRM,<0.02,0.01
A6139,BLK,ND,0.005
A6140,DUP,1.5,
A6141,CRM,<0.02,0.01
A6142,BLK,ND,0.005
A6143,DUP,1.5,
A6144,CRM,<0.02,0.01
A6145,BLK,ND,0.005
A6146,DUP,1.5,
A6147,CRM,<0.02,0.01
A6148,BLK,ND,0.005
A6149,DUP,1.5,
A6150,CRM,<0.02,0.01
A6151,BLK,ND,0.005
A6152,DUP,1.5,
A6153,CRM,<0.02,0.01
A6154,BLK,ND,0.005
A6155,DUP,1.5,
A6156,CRM,<0.02,0.01
A6157,BLK,ND,0.005
A6158,DUP,1.5,
A6159,CRM,<0.02,0.01
A6160,BLK,ND,0.005
A6161,DUP,1.5,
A6162,CRM,<0.02,0.01
A6163,BLK,ND,0.005
A6164,DUP,1.5,
A6165,CRM,<0.02,0.01
A6166,BLK,ND,0.005
A6167,DUP,1.5,
A6168,CRM,<0.02,0.01
A6169,BLK,ND,0.005
A6170,DUP,1.5,
A6171,CRM,<0.02,0.01
A6172,BLK,ND,0.005
A6173,DUP,1.5,
A6174,CRM,<0.02,0.01
A6175,BLK,ND,0.005
A6176,DUP,1.5,
A6177,CRM,<0.02,0.01
A6178,BLK,ND,0.005
A6179,DUP,1.5,
A6180,CRM,<0.02,0.01
A6181,BLK,ND,0.005
A6182,DUP,1.5,
A6183,CRM,<0.02,0.01
A6184,BLK,ND,0.005
A6185,DUP,1.5,
A6186,CRM,<0.02,0.01
A6187,BLK,ND,0.005
A6188,DUP,1.5,
A6189,CRM,<0.02,0.01
A6190,BLK,ND,0.005
A6191,DUP,1.5,
A6192,CRM,<0.02,0.01
A6193,BLK,ND,0.005
A6194,DUP,1.5,
A6195,CRM,<0.02,0.01
A6196,BLK,ND,0.005
A6197,DUP,1.5,
A6198,CRM,<0.02,0.01
A6199,BLK,ND,0.005
A6200,DUP,1.5,
A6201,CRM,<0.02,0.01
A6202,BLK,ND,0.005
A6203,DUP,1.5,
A6204,CRM,<0.02,0.01
A6205,BLK,ND,0.005
A6206,DUP,1.5,
A6207,CRM,<0.02,0.01
A6208,BLK,ND,0.005
A6209,DUP,1.5,
A6210,CRM,<0.02,0.01
A6211,BLK,ND,0.005
A6212,DUP,1.5,
A6213,CRM,<0.02,0.01
A6214,BLK,ND,0.005
A6215,DUP,1.5,
A6216,CRM,<0.02,0.01
A6217,BLK,ND,0.005
A6218,DUP,1.5,
A6219,CRM,<0.02,0.01
A6220,BLK,ND,0.005
A6221,DUP,1.5,
A6222,CRM,<0.02,0.01
A6223,BLK,ND,0.005
A6224,DUP,1.5,
A6225,CRM,<0.02,0.01
A6226,BLK,ND,0.005
A6227,DUP,1.5,
A6228,CRM,<0.02,0.01
A6229,BLK,ND,0.005
A6230,DUP,1.5,
A6231,CRM,<0.02,0.01
A6232,BLK,ND,0.005
A6233,DUP,1.5,
A6234,CRM,<0.02,0.01
A6235,BLK,ND,0.005
A6236,DUP,1.5,
A6237,CRM,<0.02,0.01
A6238,BLK,ND,0.005
A6239,DUP,1.5,
A6240,CRM,<0.02,0.01
A6241,BLK,ND,0.005
A6242,DUP,1.5,
A6243,CRM,<0.02,0.01
A6244,BLK,ND,0.005
A6245,DUP,1.5,
A6246,CRM,<0.02,0.01
A6247,BLK,ND,0.005
A6248,DUP,1.5,
A6249,CRM,<0.02,0.01
A6250,BLK,ND,0.005
A6251,DUP,1.5,
A6252,CRM,<0.02,0.01
A6253,BLK,ND,0.005
A6254,DUP,1.5,
A6255,CRM,<0.02,0.01
A6256,BLK,ND,0.005
A6257,DUP,1.5,
A6258,CRM,<0.02,0.01
A6259,BLK,ND,0.005
A6260,DUP,1.5,
A6261,CRM,<0.02,0.01
A6262,BLK,ND,0.005
A6263,DUP,1.5,
A6264,CRM,<0.02,0.01
A6265,BLK,ND,0.005
A6266,DUP,1.5,
A6267,CRM,<0.02,0.01
A6268,BLK,ND,0.005
A6269,DUP,1.5,
A6270,CRM,<0.02,0.01
A6271,BLK,ND,0.005
A6272,DUP,1.5,
A6273,CRM,<0.02,0.01
A6274,BLK,ND,0.005
A6275,DUP,1.5,
A6276,CRM,<0.02,0.01
A6277,BLK,ND,0.005
A6278,DUP,1.5,
A6279,CRM,<0.02,0.01
A6280,BLK,ND,0.005
A6281,DUP,1.5,
A6282,CRM,<0.02,0.01
A6283,BLK,ND,0.005
A6284,DUP,1.5,
A6285,CRM,<0.02,0.01
A6286,BLK,ND,0.005
A6287,DUP,1.5,
A6288,CRM,<0.02,0.01
A6289,BLK,ND,0.005
A6290,DUP,1.5,
A6291,CRM,<0.02,0.01
A6292,BLK,ND,0.005
A6293,DUP,1.5,
A6294,CRM,<0.02,0.01
A6295,BLK,ND,0.005
A6296,DUP,1.5,
A6297,CRM,<0.02,0.01
A6298,BLK,ND,0.005
A6299,DUP,1.5,
A6300,CRM,<0.02,0.01
A6301,BLK,ND,0.005
A6302,DUP,1.5,
A6303,CRM,<0.02,0.01
A6304,BLK,ND,0.005
A6305,DUP,1.5,
A6306,CRM,<0.02,0.01
A6307,BLK,ND,0.005
A6308,DUP,1.5,
A6309,CRM,<0.02,0.01
A6310,BLK,ND,0.005
A6311,DUP,1.5,
A6312,CRM,<0.02,0.01
A6313,BLK,ND,0.005
A6314,DUP,1.5,
A6315,CRM,<0.02,0.01
A6316,BLK,ND,0.005
A6317,DUP,1.5,
A6318,CRM,<0.02,0.01
A6319,BLK,ND,0.005
A6320,DUP,1.5,
A6321,CRM,<0.02,0.01
A6322,BLK,ND,0.005
A6323,DUP,1.5,
A6324,CRM,<0.02,0.01
A6325,BLK,ND,0.005
A6326,DUP,1.5,
A6327,CRM,<0.02,0.01
A6328,BLK,ND,0.005
A6329,DUP,1.5,
A6330,CRM,<0.02,0.01
A6331,BLK,ND,0.005
A6332,DUP,1.5,
A6333,CRM,<0.02,0.01
A6334,BLK,ND,0.005
A6335,DUP,1.5,
A6336,CRM,<0.02,0.01
A6337,BLK,ND,0.005
A6338,DUP,1.5,
A6339,CRM,<0.02,0.01
A6340,BLK,ND,0.005
A6341,DUP,1.5,
A6342,CRM,<0.02,0.01
A6343,BLK,ND,0.005
A6344,DUP,1.5,
A6345,CRM,<0.02,0.01
A6346,BLK,ND,0.005
A6347,DUP,1.5,
A6348,CRM,<0.02,0.01
A6349,BLK,ND,0.005
A6350,DUP,1.5,
A6351,CRM,<0.02,0.01
A6352,BLK,ND,0.005
A6353,DUP,1.5,
A6354,CRM,<0.02,0.01
A6355,BLK,ND,0.005
A6356,DUP,1.5,
A6357,CRM,<0.02,0.01
A6358,BLK,ND,0.005
A6359,DUP,1.5,
A6360,CRM,<0.02,0.01
A6361,BLK,ND,0.005
A6362,DUP,1.5,
A6363,CRM,<0.02,0.01
A6364,BLK,ND,0.005
A6365,DUP,1.5,
A6366,CRM,<0.02,0.01
A6367,BLK,ND,0.005
A6368,DUP,1.5,
A6369,CRM,<0.02,0.01
A6370,BLK,ND,0.005
A6371,DUP,1.5,
A6372,CRM,<0.02,0.01
A6373,BLK,ND,0.005
A6374,DUP,1.5,
A6375,CRM,<0.02,0.01
A6376,BLK,ND,0.005
A6377,DUP,1.5,
A6378,CRM,<0.02,0.01
A6379,BLK,ND,0.005
A6380,DUP,1.5,
A6381,CRM,<0.02,0.01
A6382,BLK,ND,0.005
A6383,DUP,1.5,
A6384,CRM,<0.02,0.01
A6385,BLK,ND,0.005
A6386,DUP,1.5,
A6387,CRM,<0.02,0.01
A6388,BLK,ND,0.005
A6389,DUP,1.5,
A6390,CRM,<0.02,0.01
A6391,BLK,ND,0.005
A6392,DUP,1.5,
A6393,CRM,<0.02,0.01
A6394,BLK,ND,0.005
A6395,DUP,1.5,
A6396,CRM,<0.02,0.01
A6397,BLK,ND,0.005
A6398,DUP,1.5,
A6399,CRM,<0.02,0.01
A6400,BLK,ND,0.005
A6401,DUP,1.5,
A6402,CRM,<0.02,0.01
A6403,BLK,ND,0.005
A6404,DUP,1.5,
A6405,CRM,<0.02,0.01
A6406,BLK,ND,0.005
A6407,DUP,1.5,
A6408,CRM,<0.02,0.01
A6409,BLK,ND,0.005
A6410,DUP,1.5,
A6411,CRM,<0.02,0.01
A6412,BLK,ND,0.005
A6413,DUP,1.5,
A6414,CRM,<0.02,0.01
A6415,BLK,ND,0.005
A6416,DUP,1.5,
A6417,CRM,<0.02,0.01
A6418,BLK,ND,0.005
A6419,DUP,1.5,
A6420,CRM,<0.02,0.01
A6421,BLK,ND,0.005
A6422,DUP,1.5,
A6423,CRM,<0.02,0.01
A6424,BLK,ND,0.005
A6425,DUP,1.5,
A6426,CRM,<0.02,0.01
A6427,BLK,ND,0.005
A6428,DUP,1.5,
A6429,CRM,<0.02,0.01
A6430,BLK,ND,0.005
A6431,DUP,1.5,
A6432,CRM,<0.02,0.01
A6433,BLK,ND,0.005
A6434,DUP,1.5,
A6435,CRM,<0.02,0.01
A6436,BLK,ND,0.005
A6437,DUP,1.5,
A6438,CRM,<0.02,0.01
A6439,BLK,ND,0.005
A6440,DUP,1.5,
A6441,CRM,<0.02,0.01
A6442,BLK,ND,0.005
A6443,DUP,1.5,
A6444,CRM,<0.02,0.01
A6445,BLK,ND,0.005
A6446,DUP,1.5,
A6447,CRM,<0.02,0.01
A6448,BLK,ND,0.005
A6449,DUP,1.5,
A6450,CRM,<0.02,0.01
A6451,BLK,ND,0.005
A6452,DUP,1.5,
A6453,CRM,<0.02,0.01
A6454,BLK,ND,0.005
A6455,DUP,1.5,
A6456,CRM,<0.02,0.01
A6457,BLK,ND,0.005
A6458,DUP,1.5,
A6459,CRM,<0.02,0.01
A6460,BLK,ND,0.005
A6461,DUP,1.5,
A6462,CRM,<0.02,0.01
A6463,BLK,ND,0.005
A6464,DUP,1.5,
A6465,CRM,<0.02,0.01
A6466,BLK,ND,0.005
A6467,DUP,1.5,
A6468,CRM,<0.02,0.01
A6469,BLK,ND,0.005
A6470,DUP,1.5,
A6471,CRM,<0.02,0.01
A6472,BLK,ND,0.005
A6473,DUP,1.5,
A6474,CRM,<0.02,0.01
A6475,BLK,ND,0.005
A6476,DUP,1.5,
A6477,CRM,<0.02,0.01
A6478,BLK,ND,0.005
A6479,DUP,1.5,
A6480,CRM,<0.02,0.01
A6481,BLK,ND,0.005
A6482,DUP,1.5,
A6483,CRM,<0.02,0.01
A6484,BLK,ND,0.005
A6485,DUP,1.5,
A6486,CRM,<0.02,0.01
A6487,BLK,ND,0.005
A6488,DUP,1.5,
A6489,CRM,<0.02,0.01
A6490,BLK,ND,0.005
A6491,DUP,1.5,
A6492,CRM,<0.02,0.01
A6493,BLK,ND,0.005
A6494,DUP,1.5,
A6495,CRM,<0.02,0.01
A6496,BLK,ND,0.005
A6497,DUP,1.5,
A6498,CRM,<0.02,0.01
A6499,BLK,ND,0.005
A6500,DUP,1.5,
A6501,CRM,<0.02,0.01
A6502,BLK,ND,0.005
A6503,DUP,1.5,
A6504,CRM,<0.02,0.01
A6505,BLK,ND,0.005
A6506,DUP,1.5,
A6507,CRM,<0.02,0.01
A6508,BLK,ND,0.005
A6509,DUP,1.5,
A6510,CRM,<0.02,0.01
A6511,BLK,ND,0.005
A6512,DUP,1.5,
A6513,CRM,<0.02,0.01
A6514,BLK,ND,0.005
A6515,DUP,1.5,
A6516,CRM,<0.02,0.01
A6517,BLK,ND,0.005
A6518,DUP,1.5,
A6519,CRM,<0.02,0.01
A6520,BLK,ND,0.005
A6521,DUP,1.5,
A6522,CRM,<0.02,0.01
A6523,BLK,ND,0.005
A6524,DUP,1.5,
A6525,CRM,<0.02,0.01
A6526,BLK,ND,0.005
A6527,DUP,1.5,
A6528,CRM,<0.02,0.01
A6529,BLK,ND,0.005
A6530,DUP,1.5,
A6531,CRM,<0.02,0.01
A6532,BLK,ND,0.005
A6533,DUP,1.5,
A6534,CRM,<0.02,0.01
A6535,BLK,ND,0.005
A6536,DUP,1.5,
A6537,CRM,<0.02,0.01
A6538,BLK,ND,0.005
A6539,DUP,1.5,
A6540,CRM,<0.02,0.01
A6541,BLK,ND,0.005
A6542,DUP,1.5,
A6543,CRM,<0.02,0.01
A6544,BLK,ND,0.005
A6545,DUP,1.5,
A6546,CRM,<0.02,0.01
A6547,BLK,ND,0.005
A6548,DUP,1.5,
A6549,CRM,<0.02,0.01
A6550,BLK,ND,0.005
A6551,DUP,1.5,
A6552,CRM,<0.02,0.01
A6553,BLK,ND,0.005
A6554,DUP,1.5,
A6555,CRM,<0.02,0.01
A6556,BLK,ND,0.005
A6557,DUP,1.5,
A6558,CRM,<0.02,0.01
A6559,BLK,ND,0.005
A6560,DUP,1.5,
A6561,CRM,<0.02,0.01
A6562,BLK,ND,0.005
A6563,DUP,1.5,
A6564,CRM,<0.02,0.01
A6565,BLK,ND,0.005
A6566,DUP,1.5,
A6567,CRM,<0.02,0.01
A6568,BLK,ND,0.005
A6569,DUP,1.5,
A6570,CRM,<0.02,0.01
A6571,BLK,ND,0.005
A6572,DUP,1.5,
A6573,CRM,<0.02,0.01
A6574,BLK,ND,0.005
A6575,DUP,1.5,
A6576,CRM,<0.02,0.01
A6577,BLK,ND,0.005
A6578,DUP,1.5,
A6579,CRM,<0.02,0.01
A6580,BLK,ND,0.005
A6581,DUP,1.5,
A6582,CRM,<0.02,0.01
A6583,BLK,ND,0.005
A6584,DUP,1.5,
A6585,CRM,<0.02,0.01
A6586,BLK,ND,0.005
A6587,DUP,1.5,
A6588,CRM,<0.02,0.01
A6589,BLK,ND,0.005
A6590,DUP,1.5,
A6591,CRM,<0.02,0.01
A6592,BLK,ND,0.005
A6593,DUP,1.5,
A6594,CRM,<0.02,0.01
A6595,BLK,ND,0.005
A6596,DUP,1.5,
A6597,CRM,<0.02,0.01
A6598,BLK,ND,0.005
A6599,DUP,1.5,
A6600,CRM,<0.02,0.01
A6601,BLK,ND,0.005
A6602,DUP,1.5,
A6603,CRM,<0.02,0.01
A6604,BLK,ND,0.005
A6605,DUP,1.5,
A6606,CRM,<0.02,0.01
A6607,BLK,ND,0.005
A6608,DUP,1.5,
A6609,CRM,<0.02,0.01
A6610,BLK,ND,0.005
A6611,DUP,1.5,
A6612,CRM,<0.02,0.01
A6613,BLK,ND,0.005
A6614,DUP,1.5,
A6615,CRM,<0.02,0.01
A6616,BLK,ND,0.005
A6617,DUP,1.5,
A6618,CRM,<0.02,0.01
A6619,BLK,ND,0.005
A6620,DUP,1.5,
A6621,CRM,<0.02,0.01
A6622,BLK,ND,0.005
A6623,DUP,1.5,
A6624,CRM,<0.02,0.01
A6625,BLK,ND,0.005
A6626,DUP,1.5,
A6627,CRM,<0.02,0.01
A6628,BLK,ND,0.005
A6629,DUP,1.5,
A6630,CRM,<0.02,0.01
A6631,BLK,ND,0.005
A6632,DUP,1.5,
A6633,CRM,<0.02,0.01
A6634,BLK,ND,0.005
A6635,DUP,1.5,
A6636,CRM,<0.02,0.01
A6637,BLK,ND,0.005
A6638,DUP,1.5,
A6639,CRM,<0.02,0.01
A6640,BLK,ND,0.005
A6641,DUP,1.5,
A6642,CRM,<0.02,0.01
A6643,BLK,ND,0.005
A6644,DUP,1.5,
A6645,CRM,<0.02,0.01
A6646,BLK,ND,0.005
A6647,DUP,1.5,
A6648,CRM,<0.02,0.01
A6649,BLK,ND,0.005
A6650,DUP,1.5,
A6651,CRM,<0.02,0.01
A6652,BLK,ND,0.005
A6653,DUP,1.5,
A6654,CRM,<0.02,0.01
A6655,BLK,ND,0.005
A6656,DUP,1.5,
A6657,CRM,<0.02,0.01
A6658,BLK,ND,0.005
A6659,DUP,1.5,
A6660,CRM,<0.02,0.01
A6661,BLK,ND,0.005
A6662,DUP,1.5,
A6663,CRM,<0.02,0.01
A6664,BLK,ND,0.005
A6665,DUP,1.5,
A6666,CRM,<0.02,0.01
A6667,BLK,ND,0.005
A6668,DUP,1.5,
A6669,CRM,<0.02,0.01
A6670,BLK,ND,0.005
A6671,DUP,1.5,
A6672,CRM,<0.02,0.01
A6673,BLK,ND,0.005
A6674,DUP,1.5,
A6675,CRM,<0.02,0.01
A6676,BLK,ND,0.005
A6677,DUP,1.5,
A6678,CRM,<0.02,0.01
A6679,BLK,ND,0.005
A6680,DUP,1.5,
A6681,CRM,<0.02,0.01
A6682,BLK,ND,0.005
A6683,DUP,1.5,
A6684,CRM,<0.02,0.01
A6685,BLK,ND,0.005
A6686,DUP,1.5,
A6687,CRM,<0.02,0.01
A6688,BLK,ND,0.005
A6689,DUP,1.5,
A6690,CRM,<0.02,0.01
A6691,BLK,ND,0.005
A6692,DUP,1.5,
A6693,CRM,<0.02,0.01
A6694,BLK,ND,0.005
A6695,DUP,1.5,
A6696,CRM,<0.02,0.01
A6697,BLK,ND,0.005
A6698,DUP,1.5,
A6699,CRM,<0.02,0.01
A6700,BLK,ND,0.005
A6701,DUP,1.5,
A6702,CRM,<0.02,0.01
A6703,BLK,ND,0.005
A6704,DUP,1.5,
A6705,CRM,<0.02,0.01
A6706,BLK,ND,0.005
A6707,DUP,1.5,
A6708,CRM,<0.02,0.01
A6709,BLK,ND,0.005
A6710,DUP,1.5,
A6711,CRM,<0.02,0.01
A6712,BLK,ND,0.005
A6713,DUP,1.5,
A6714,CRM,<0.02,0.01
A6715,BLK,ND,0.005
A6716,DUP,1.5,
A6717,CRM,<0.02,0.01
A6718,BLK,ND,0.005
A6719,DUP,1.5,
A6720,CRM,<0.02,0.01
A6721,BLK,ND,0.005
A6722,DUP,1.5,
A6723,CRM,<0.02,0.01
A6724,BLK,ND,0.005
A6725,DUP,1.5,
A6726,CRM,<0.02,0.01
A6727,BLK,ND,0.005
A6728,DUP,1.5,
A6729,CRM,<0.02,0.01
A6730,BLK,ND,0.005
A6731,DUP,1.5,
A6732,CRM,<0.02,0.01
A6733,BLK,ND,0.005
A6734,DUP,1.5,
A6735,CRM,<0.02,0.01
A6736,BLK,ND,0.005
A6737,DUP,1.5,
A6738,CRM,<0.02,0.01
A6739,BLK,ND,0.005
A6740,DUP,1.5,
A6741,CRM,<0.02,0.01
A6742,BLK,ND,0.005
A6743,DUP,1.5,
A6744,CRM,<0.02,0.01
A6745,BLK,ND,0.005
A6746,DUP,1.5,
A6747,CRM,<0.02,0.01
A6748,BLK,ND,0.005
A6749,DUP,1.5,
A6750,CRM,<0.02,0.01
A6751,BLK,ND,0.005
A6752,DUP,1.5,
A6753,CRM,<0.02,0.01
A6754,BLK,ND,0.005
A6755,DUP,1.5,
A6756,CRM,<0.02,0.01
A6757,BLK,ND,0.005
A6758,DUP,1.5,
A6759,CRM,<0.02,0.01
A6760,BLK,ND,0.005
A6761,DUP,1.5,
A6762,CRM,<0.02,0.01
A6763,BLK,ND,0.005
A6764,DUP,1.5,
A6765,CRM,<0.02,0.01
A6766,BLK,ND,0.005
A6767,DUP,1.5,
A6768,CRM,<0.02,0.01
A6769,BLK,ND,0.005
A6770,DUP,1.5,
A6771,CRM,<0.02,0.01
A6772,BLK,ND,0.005
A6773,DUP,1.5,
A6774,CRM,<0.02,0.01
A6775,BLK,ND,0.005
A6776,DUP,1.5,
A6777,CRM,<0.02,0.01
A6778,BLK,ND,0.005
A6779,DUP,1.5,
A6780,CRM,<0.02,0.01
A6781,BLK,ND,0.005
A6782,DUP,1.5,
A6783,CRM,<0.02,0.01
A6784,BLK,ND,0.005
A6785,DUP,1.5,
A6786,CRM,<0.02,0.01
A6787,BLK,ND,0.005
A6788,DUP,1.5,
A6789,CRM,<0.02,0.01
A6790,BLK,ND,0.005
A6791,DUP,1.5,
A6792,CRM,<0.02,0.01
A6793,BLK,ND,0.005
A6794,DUP,1.5,
